District code,District name,School code,School name,2020-2021 student count - year to date,2020-2021 attendance rate - year to date,2019-2020 student count,2019-2020 attendance rate,Reporting period,Update date
1510011,Waterbury School District,1519011,State Street School,106,0.73,117,0.83,June 2021,08/06/2021
1510011,Waterbury School District,1519111,Enlightenment School,108,0.63,135,0.78,June 2021,08/06/2021
1520011,Waterford School District,1520211,Great Neck Elementary School,305,0.97,310,0.96,June 2021,08/06/2021
1520011,Waterford School District,1520611,Oswegatchie Elementary School,295,0.97,323,0.96,June 2021,08/06/2021
1520011,Waterford School District,1520711,Quaker Hill Elementary School,318,0.96,362,0.95,June 2021,08/06/2021
1520011,Waterford School District,1525111,Clark Lane Middle School,587,0.96,587,0.96,June 2021,08/06/2021
1520011,Waterford School District,1526111,Waterford High School,766,0.92,815,0.95,June 2021,08/06/2021
1530011,Watertown School District,1530211,John Trumbull Primary School,553,0.95,569,0.95,June 2021,08/06/2021
1530011,Watertown School District,1530311,Fletcher W. Judson School,265,0.97,289,0.96,June 2021,08/06/2021
1530011,Watertown School District,1530411,Polk School,310,0.96,305,0.95,June 2021,08/06/2021
1530011,Watertown School District,1535111,Swift Middle School,640,0.94,671,0.96,June 2021,08/06/2021
1530011,Watertown School District,1536111,Watertown High School,764,0.97,782,0.95,June 2021,08/06/2021
1540011,Westbrook School District,1540211,Daisy Ingraham School,215,0.97,212,0.96,June 2021,08/06/2021
1540011,Westbrook School District,1545111,Westbrook Middle School,169,0.97,187,0.96,June 2021,08/06/2021
1540011,Westbrook School District,1546111,Westbrook High School,209,0.97,219,0.93,June 2021,08/06/2021
1550011,West Hartford School District,1550211,Braeburn School,343,0.97,350,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1550411,Bugbee School,355,0.96,377,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1550511,Charter Oak International Academy,483,0.94,454,0.95,June 2021,08/06/2021
1550011,West Hartford School District,1550611,Duffy School,459,0.97,462,0.95,June 2021,08/06/2021
1550011,West Hartford School District,1550911,Morley School,280,0.94,282,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1551011,Norfeldt School,304,0.97,325,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1551211,Webster Hill School,294,0.96,315,0.95,June 2021,08/06/2021
1550011,West Hartford School District,1551311,Whiting Lane School,304,0.96,244,0.95,June 2021,08/06/2021
1550011,West Hartford School District,1551511,Wolcott School,345,0.95,363,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1551611,Aiken School,391,0.97,397,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1551711,Smith School,334,0.95,323,0.95,June 2021,08/06/2021
1550011,West Hartford School District,1555111,King Philip Middle School,873,0.99,901,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1555211,Sedgwick Middle School,868,0.98,917,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1555311,Bristow Middle School,348,0.98,383,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1556111,Conard High School,1441,0.95,1421,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1556211,Hall High School,1457,0.97,1494,0.96,June 2021,08/06/2021
1550011,West Hartford School District,1557311,REACH,47,0.88,36,0.87,June 2021,08/06/2021
1550011,West Hartford School District,1559011,Post Secondary Program,40,0.89,39,0.91,June 2021,08/06/2021
1550011,West Hartford School District,1559211,Strive-West Hartford,31,0.91,35,0.78,June 2021,08/06/2021
1560011,West Haven School District,1560211,PACE,51,0.76,31,0.80,June 2021,08/06/2021
1560011,West Haven School District,1560311,Forest School,389,0.92,392,0.96,June 2021,08/06/2021
1560011,West Haven School District,1560411,Seth G. Haley School,367,0.94,381,0.95,June 2021,08/06/2021
1560011,West Haven School District,1560611,Edith E. Mackrille School,287,0.95,303,0.96,June 2021,08/06/2021
1560011,West Haven School District,1560711,Blended,64,0.83,44,0.70,June 2021,08/06/2021
1560011,West Haven School District,1560811,Alma E. Pagels School,343,0.95,354,0.95,June 2021,08/06/2021
1560011,West Haven School District,1561211,Washington School,392,0.91,421,0.95,June 2021,08/06/2021
1560011,West Haven School District,1561411,Savin Rock Community School,436,0.93,477,0.95,June 2021,08/06/2021
1560011,West Haven School District,1565111,Harry M. Bailey Middle School,929,0.90,966,0.95,June 2021,08/06/2021
1560011,West Haven School District,1565311,Carrigan 5/6 Intermediate School,833,0.93,830,0.95,June 2021,08/06/2021
1560011,West Haven School District,1566111,West Haven High School,1550,0.92,1499,0.93,June 2021,08/06/2021
1570011,Weston School District,1570111,Hurlbutt Elementary School,393,0.97,386,0.95,June 2021,08/06/2021
1570011,Weston School District,1570211,Weston Intermediate School,494,0.97,498,0.96,June 2021,08/06/2021
1570011,Weston School District,1575111,Weston Middle School,556,0.97,581,0.96,June 2021,08/06/2021
1570011,Weston School District,1576111,Weston High School,785,0.97,789,0.96,June 2021,08/06/2021
1580011,Westport School District,1580311,Coleytown Elementary School,425,0.97,397,0.95,June 2021,08/06/2021
1580011,Westport School District,1580411,Green's Farms School,413,0.97,376,0.96,June 2021,08/06/2021
1580011,Westport School District,1580511,King's Highway Elementary School,459,0.96,450,0.96,June 2021,08/06/2021
1580011,Westport School District,1580711,Long Lots School,560,0.97,519,0.96,June 2021,08/06/2021
1580011,Westport School District,1580811,Saugatuck Elementary School,409,0.97,420,0.96,June 2021,08/06/2021
1580011,Westport School District,1585111,Bedford Middle School,771,0.97,1255,0.96,June 2021,08/06/2021
1580011,Westport School District,1586111,Staples High School,1786,0.96,1818,0.95,June 2021,08/06/2021
1590011,Wethersfield School District,1590211,Emerson-Williams School,431,0.97,432,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1590811,Alfred W. Hanmer School,311,0.97,346,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1591011,Charles Wright School,276,0.96,294,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1591111,Highcrest School,463,0.97,470,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1591211,Samuel B. Webb Elementary School,268,0.98,262,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1595211,Silas Deane Middle School,576,0.97,565,0.96,June 2021,08/06/2021
1590011,Wethersfield School District,1596111,Wethersfield High School,1124,0.96,1135,0.96,June 2021,08/06/2021
1600011,Willington School District,1600111,Center School,199,0.93,211,0.95,June 2021,08/06/2021
1600011,Willington School District,1605111,Hall Memorial School,192,0.89,207,0.96,June 2021,08/06/2021
1610011,Wilton School District,1610511,Miller-Driscoll School,683,0.93,706,0.96,June 2021,08/06/2021
1610011,Wilton School District,1610711,Cider Mill School,789,0.98,857,0.96,June 2021,08/06/2021
1610011,Wilton School District,1615211,Middlebrook School,917,0.97,947,0.97,June 2021,08/06/2021
1610011,Wilton School District,1616111,Wilton High School,1256,0.98,1265,0.97,June 2021,08/06/2021
1620011,Winchester School District,1620411,Batcheller Early Education Center,233,0.94,209,0.95,June 2021,08/06/2021
1620011,Winchester School District,1625111,Pearson School,282,0.94,303,0.94,June 2021,08/06/2021
1630011,Windham School District,1630111,Natchaug School,283,0.84,301,0.94,June 2021,08/06/2021
1630011,Windham School District,1630311,North Windham School,422,0.89,446,0.96,June 2021,08/06/2021
1630011,Windham School District,1630411,Charles H. Barrows STEM Academy,536,0.92,548,0.96,June 2021,08/06/2021
1630011,Windham School District,1630511,Windham Center School,231,0.87,223,0.94,June 2021,08/06/2021
1630011,Windham School District,1630611,W. B. Sweeney School,222,0.83,240,0.94,June 2021,08/06/2021
1630011,Windham School District,1635111,Windham Middle School,672,0.86,655,0.94,June 2021,08/06/2021
1630011,Windham School District,1636111,Windham High School,561,0.83,586,0.89,June 2021,08/06/2021
1640011,Windsor School District,1640111,Clover Street School,274,0.93,283,0.96,June 2021,08/06/2021
1640011,Windsor School District,1640211,Community Based Transition Academy,20,0.88,21,1.00,June 2021,08/06/2021
1640011,Windsor School District,1640511,Poquonock Elementary School,280,0.95,301,0.96,June 2021,08/06/2021
1640011,Windsor School District,1640811,John F. Kennedy School,373,0.96,379,0.96,June 2021,08/06/2021
1640011,Windsor School District,1640911,Oliver Ellsworth School,383,0.94,384,0.95,June 2021,08/06/2021
1640011,Windsor School District,1645311,Sage Park Middle School,741,0.91,728,0.96,June 2021,08/06/2021
1640011,Windsor School District,1646111,Windsor High School,1081,0.91,1091,0.95,June 2021,08/06/2021
1650011,Windsor Locks School District,1650111,North Street School,367,0.95,353,0.95,June 2021,08/06/2021
1650011,Windsor Locks School District,1650411,South Elementary School,333,0.96,337,0.96,June 2021,08/06/2021
1650011,Windsor Locks School District,1650611,Pine Meadow Academy,50,0.67,47,0.79,June 2021,08/06/2021
1650011,Windsor Locks School District,1655111,Windsor Locks Middle School,320,0.95,343,0.95,June 2021,08/06/2021
1650011,Windsor Locks School District,1656111,Windsor Locks High School,392,0.93,402,0.94,June 2021,08/06/2021
1660011,Wolcott School District,1660211,Frisbie School,270,0.97,274,0.96,June 2021,08/06/2021
1660011,Wolcott School District,1660511,Wakelee School,379,0.97,389,0.96,June 2021,08/06/2021
1660011,Wolcott School District,1660611,Alcott School,233,0.97,230,0.96,June 2021,08/06/2021
1660011,Wolcott School District,1665111,Tyrrell Middle School,539,0.95,532,0.96,June 2021,08/06/2021
1660011,Wolcott School District,1666111,Wolcott High School,692,0.93,720,0.94,June 2021,08/06/2021
1670011,Woodbridge School District,1670311,Beecher Road School,831,0.97,835,0.96,June 2021,08/06/2021
1690011,Woodstock School District,1690211,Woodstock Elementary School,424,0.97,426,0.94,June 2021,08/06/2021
1690011,Woodstock School District,1695111,Woodstock Middle School,364,0.97,364,0.96,June 2021,08/06/2021
2010012,Regional School District 01,2016112,Housatonic Valley Regional High School,311,0.88,342,0.94,June 2021,08/06/2021
2040012,Regional School District 04,2045112,John Winthrop Middle School,243,0.96,261,0.95,June 2021,08/06/2021
2040012,Regional School District 04,2046112,Valley Regional High School,574,0.97,580,0.95,June 2021,08/06/2021
2050012,Regional School District 05,2055112,Amity Middle School: Bethany,359,0.97,347,0.96,June 2021,08/06/2021
2050012,Regional School District 05,2055212,Amity Middle School: Orange,350,0.96,367,0.96,June 2021,08/06/2021
2050012,Regional School District 05,2056112,Amity Regional High School,1445,0.94,1458,0.96,June 2021,08/06/2021
2060012,Regional School District 06,2060112,Goshen Center School,174,0.97,166,0.96,June 2021,08/06/2021
2060012,Regional School District 06,2060212,James Morris School,113,0.96,109,0.96,June 2021,08/06/2021
2060012,Regional School District 06,2060312,Warren Elementary School,61,0.96,68,0.94,June 2021,08/06/2021
2060012,Regional School District 06,2066112,Wamogo Regional High School,482,0.94,502,0.94,June 2021,08/06/2021
2070012,Regional School District 07,2075112,Northwestern Regional Middle School,285,0.97,298,0.96,June 2021,08/06/2021
2070012,Regional School District 07,2076112,Northwestern Regional High School,600,0.96,640,0.95,June 2021,08/06/2021
2070012,Regional School District 07,2079312,STEP,29,0.80,21,0.61,June 2021,08/06/2021
2080012,Regional School District 08,2085112,RHAM Middle School,399,0.97,450,0.96,June 2021,08/06/2021
2080012,Regional School District 08,2086112,RHAM High School,877,0.95,934,0.96,June 2021,08/06/2021
2090012,Regional School District 09,2096112,Joel Barlow High School,820,0.95,854,0.95,June 2021,08/06/2021
2100012,Regional School District 10,2100212,Lake Garda Elementary School,388,0.97,410,0.96,June 2021,08/06/2021
2100012,Regional School District 10,2100312,Harwinton Consolidated School,341,0.97,338,0.96,June 2021,08/06/2021
2100012,Regional School District 10,2105112,Har-Bur Middle School,724,0.96,719,0.96,June 2021,08/06/2021
2100012,Regional School District 10,2106112,Lewis S. Mills High School,708,0.92,713,0.95,June 2021,08/06/2021
2110012,Regional School District 11,2116112,Parish Hill High School,202,0.93,205,0.95,June 2021,08/06/2021
2120012,Regional School District 12,2120112,The Burnham School,64,0.97,62,0.96,June 2021,08/06/2021
2120012,Regional School District 12,2120212,Booth Free School,75,0.96,71,0.95,June 2021,08/06/2021
2120012,Regional School District 12,2120312,Shepaug Valley School,432,0.93,427,0.94,June 2021,08/06/2021
2120012,Regional School District 12,2120412,Washington Primary School,110,0.95,94,0.94,June 2021,08/06/2021
2130012,Regional School District 13,2130112,Frederick Brewster School,189,0.97,248,0.96,June 2021,08/06/2021
2130012,Regional School District 13,2130412,Middlefield Memorial School,212,0.96,261,0.96,June 2021,08/06/2021
2130012,Regional School District 13,2130512,John Lyman School,202,0.97,211,0.96,June 2021,08/06/2021
2130012,Regional School District 13,2135112,Frank Ward Strong School,341,0.96,252,0.95,June 2021,08/06/2021
2130012,Regional School District 13,2136112,Coginchaug Regional High School,451,0.95,477,0.95,June 2021,08/06/2021
2140012,Regional School District 14,2140112,Bethlehem Elementary School,253,0.97,262,0.95,June 2021,08/06/2021
2140012,Regional School District 14,2140212,Mitchell Elementary School,321,0.97,320,0.95,June 2021,08/06/2021
2140012,Regional School District 14,2145112,Woodbury Middle School,293,0.95,312,0.95,June 2021,08/06/2021
2140012,Regional School District 14,2146112,Nonnewaug High School,675,0.99,665,0.95,June 2021,08/06/2021
2150012,Regional School District 15,2150412,Gainfield Elementary School,360,0.97,355,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2150512,Pomperaug School,377,0.97,372,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2150612,Middlebury Elementary School,311,0.97,332,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2150712,Long Meadow Elementary School,444,0.97,451,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2155112,Rochambeau Middle School,383,0.97,397,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2155212,Memorial Middle School,430,0.98,446,0.96,June 2021,08/06/2021
2150012,Regional School District 15,2156212,Pomperaug Regional High School,1134,0.97,1195,0.95,June 2021,08/06/2021
2160012,Regional School District 16,2160112,Laurel Ledge School,266,0.96,283,0.96,June 2021,08/06/2021
2160012,Regional School District 16,2160512,Prospect Elementary School,574,0.97,553,0.97,June 2021,08/06/2021
2160012,Regional School District 16,2165112,Long River Middle School,495,0.97,511,0.96,June 2021,08/06/2021
2160012,Regional School District 16,2166012,Woodland Regional High School,648,0.95,673,0.96,June 2021,08/06/2021
2170012,Regional School District 17,2170212,Burr District Elementary School,291,0.97,327,0.97,June 2021,08/06/2021
2170012,Regional School District 17,2170312,Killingworth Elementary School,204,0.97,201,0.96,June 2021,08/06/2021
2170012,Regional School District 17,2170512,Haddam-Killingworth Intermediate School,249,0.97,260,0.99,June 2021,08/06/2021
2170012,Regional School District 17,2175112,Haddam-Killingworth Middle School,432,0.96,473,0.99,June 2021,08/06/2021
2170012,Regional School District 17,2176112,Haddam-Killingworth High School,612,0.92,635,0.95,June 2021,08/06/2021
2180012,Regional School District 18,2180112,Lyme Consolidated School,200,0.98,201,0.95,June 2021,08/06/2021
2180012,Regional School District 18,2180212,Mile Creek School,278,0.97,258,0.96,June 2021,08/06/2021
2180012,Regional School District 18,2185112,Lyme-Old Lyme Middle School,275,0.96,280,0.96,June 2021,08/06/2021
2180012,Regional School District 18,2186112,Lyme-Old Lyme High School,449,0.95,477,0.95,June 2021,08/06/2021
2190012,Regional School District 19,2196112,E. O. Smith High School,1064,0.97,1055,0.96,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410114,Glastonbury/East Hartford Magnet School,399,0.91,392,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410214,University of Hartford Magnet School,391,0.92,393,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410314,Reggio Magnet School of the Arts,387,0.89,385,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410414,International Magnet School for Global Citizenship,386,0.91,387,0.93,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410514,Museum Academy,399,0.93,386,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410614,Ana Grace Academy of the Arts Elementary School,395,0.92,390,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2410714,Academy of Aerospace and Engineering Elementary,401,0.92,398,0.93,June 2021,08/06/2021
2410014,Capitol Region Education Council,2411914,CREC Impact Academy,53,0.81,42,0.97,June 2021,08/06/2021
2410014,Capitol Region Education Council,2413114,Montessori Magnet School,272,0.92,269,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2415014,Two Rivers Magnet Middle School,662,0.91,642,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2415114,Academy of Aerospace and Engineering,772,0.92,752,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2415214,Civic Leadership High School,395,0.85,336,0.88,June 2021,08/06/2021
2410014,Capitol Region Education Council,2415314,Greater Hartford Academy of the Arts Magnet Middle,341,0.93,321,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2416114,Metropolitan Learning Center for Global and International Studies,706,0.91,675,0.94,June 2021,08/06/2021
2410014,Capitol Region Education Council,2416514,Academy of Science and Innovation,761,0.90,742,0.93,June 2021,08/06/2021
2410014,Capitol Region Education Council,2418114,Discovery Academy,398,0.94,396,0.95,June 2021,08/06/2021
2410014,Capitol Region Education Council,2419014,John J. Allison Polaris Center,42,0.68,57,0.77,June 2021,08/06/2021
2410014,Capitol Region Education Council,2419314,River Street School,106,0.92,120,0.93,June 2021,08/06/2021
2410014,Capitol Region Education Council,2419514,River Street School Birken Campus,45,0.94,48,0.92,June 2021,08/06/2021
2420014,EdAdvance,2420114,Steps,32,0.62,28,0.78,June 2021,08/06/2021
2430014,Cooperative Educational Services,2430114,Six-Six Magnet School,376,0.94,371,0.95,June 2021,08/06/2021
2430014,Cooperative Educational Services,2430214,Transition Learning Center,36,0.91,34,0.94,June 2021,08/06/2021
2430014,Cooperative Educational Services,2439114,Preschool-Primary Learning Center (PLC),54,0.88,47,0.90,June 2021,08/06/2021
2430014,Cooperative Educational Services,2439214,Developmental Learning Center (DLC),55,0.88,55,0.92,June 2021,08/06/2021
2430014,Cooperative Educational Services,2439414,Therapeutic Day Program,140,0.83,161,0.88,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2440114,CREATE at Whitney Academy,61,0.75,59,0.89,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2440214,ACES Mill Elementary School,86,0.82,110,0.91,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2440314,Wintergreen Interdistrict  Magnet School,491,0.90,471,0.95,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2445114,Thomas Edison Magnet Middle School,704,0.78,688,0.95,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2449114,Whitney High School North,107,0.57,100,0.79,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2449214,Whitney Academy,97,0.77,98,0.88,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2449414,Mill Academy,88,0.72,102,0.80,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2449514,Village School,132,0.77,135,0.91,June 2021,08/06/2021
2440014,Area Cooperative Educational Services,2449614,Center for Autism Spectrum and Development Disorders,37,0.85,39,0.94,June 2021,08/06/2021
2450014,Learn,2450114,Regional Multicultural Magnet School,477,0.92,490,0.95,June 2021,08/06/2021
2450014,Learn,2450214,The Friendship School,217,0.79,102,0.94,June 2021,08/06/2021
2450014,Learn,2451114,Learn Intensive Program,43,0.90,39,0.94,June 2021,08/06/2021
2450014,Learn,2451614,LEARN SAILS Program,24,0.86,21,0.93,June 2021,08/06/2021
2450014,Learn,2456114,Marine Science Magnet High School,270,0.93,269,0.96,June 2021,08/06/2021
2450014,Learn,2456214,Three Rivers Middle College Magnet School,64,0.88,67,0.98,June 2021,08/06/2021
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2536014,Arts at the Capitol Theater Magnet School (ACT),124,0.80,150,0.93,June 2021,08/06/2021
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2536114,Quinebaug Middle College,155,0.77,177,0.90,June 2021,08/06/2021
2530014,Eastern Connecticut Regional Educational Service Center (EASTCONN),2539014,EastConn Special Education,129,0.83,125,0.90,June 2021,08/06/2021
2610013,Jumoke Academy District,2610113,Jumoke Academy,639,0.94,625,0.94,June 2021,08/06/2021
2630013,Odyssey Community School District,2635113,Odyssey Community School,320,0.96,322,0.95,June 2021,08/06/2021
2640013,Integrated Day Charter School District,2640113,Integrated Day Charter School,317,0.95,318,0.96,June 2021,08/06/2021
2650013,Interdistrict School for Arts and Comm District,2655113,Interdistrict School For Arts And Communication,276,0.96,271,0.95,June 2021,08/06/2021
2680013,Common Ground High School District,2686113,Common Ground High School,232,0.78,215,0.94,June 2021,08/06/2021
2690013,The Bridge Academy District,2696113,The Bridge Academy,266,0.93,269,0.94,June 2021,08/06/2021
2700013,Side By Side Charter School District,2700113,Side By Side Charter School,196,0.94,193,0.96,June 2021,08/06/2021
2720013,Explorations District,2726113,Explorations,81,0.85,84,0.91,June 2021,08/06/2021
2790013,Amistad Academy District,2795113,Amistad Academy,1122,0.94,1079,0.96,June 2021,08/06/2021
2800013,New Beginnings Inc Family Academy District,2800113,New Beginnings Inc Family Academy,430,0.80,418,0.95,June 2021,08/06/2021
2830013,Park City Prep Charter School District,2835113,Park City Prep Charter School,339,0.92,353,0.96,June 2021,08/06/2021
2850013,Achievement First Bridgeport Academy District,2850113,Achievement First Bridgeport Academy,1119,0.94,1082,0.96,June 2021,08/06/2021
2860013,Highville Charter School District,2860113,Highville Charter School,366,0.95,371,0.95,June 2021,08/06/2021
2880013,Achievement First Hartford Academy District,2880113,Achievement First Hartford Academy,1151,0.90,1134,0.96,June 2021,08/06/2021
2890013,Elm City College Preparatory School District,2890113,Elm City College Preparatory School,757,0.94,741,0.96,June 2021,08/06/2021
2900013,Brass City Charter School District,2900113,Brass City Charter School,320,0.92,289,0.95,June 2021,08/06/2021
2910013,Elm City Montessori School District,2910113,Elm City Montessori School,173,0.93,149,0.96,June 2021,08/06/2021
2940013,Great Oaks Charter School District,2940113,Great Oaks Charter School,642,0.96,508,0.95,June 2021,08/06/2021
2950013,Booker T. Washington Academy District,2950113,Booker T. Washington Academy,476,0.86,405,0.94,June 2021,08/06/2021
2960013,Stamford Charter School for Excellence District,2960113,Stamford Charter School for Excellence,383,0.97,332,0.96,June 2021,08/06/2021
2970013,Capital Preparatory Harbor School District,2970113,Capital Preparatory Harbor School,742,0.94,704,0.96,June 2021,08/06/2021
3360015,Unified School District #1,3361115,Manson Youth Institution,113,0.96,103,0.96,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001116,Bullard-Havens Technical High School,812,0.94,790,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001216,Henry Abbott Technical High School,708,0.96,695,0.96,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001316,H. H. Ellis Technical High School,701,0.92,689,0.94,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001416,Eli Whitney Technical High School,604,0.89,608,0.94,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001516,A. I. Prince Technical High School,770,0.85,704,0.93,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001616,Howell Cheney Technical High School,660,0.93,627,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001716,H. C. Wilcox Technical High School,769,0.95,771,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001816,Vinal Technical High School,395,0.94,404,0.93,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9001916,E. C. Goodwin Technical High School,657,0.93,640,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002016,Norwich Technical High School,668,0.94,647,0.94,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002116,J. M. Wright Technical High School,448,0.93,428,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002216,Oliver Wolcott Technical High School,608,0.92,611,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002316,W. F. Kaynor Technical High School,784,0.96,791,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002416,Windham Technical High School,470,0.92,455,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002516,Emmett O'Brien Technical High School,668,0.95,632,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002616,Platt Technical High School,808,0.93,792,0.95,June 2021,08/06/2021
9000016,Connecticut Technical Education and Career System,9002716,Ella T. Grasso Technical High School,560,0.95,524,0.95,June 2021,08/06/2021
9010022,Norwich Free Academy District,9016122,Norwich Free Academy,2067,0.89,2231,0.93,June 2021,08/06/2021
9020022,The Gilbert School District,9026122,The Gilbert School,445,0.94,470,0.94,June 2021,08/06/2021
9030022,The Woodstock Academy District,9036122,The Woodstock Academy,1046,0.96,1113,0.95,June 2021,08/06/2021
