Graduating Class,School ID,School Name,Type,Indicator,Value
2014,2056112,Amity Regional High School,Remediation,% Enrolled in Remediation,22.40%
2015,2056112,Amity Regional High School,Remediation,% Enrolled in 16 Months,29.70%
2015,2056112,Amity Regional High School,Remediation,% Enrolled in Remediation,14.20%
2016,2056112,Amity Regional High School,Remediation,% Enrolled in 16 Months,27.30%
2016,2056112,Amity Regional High School,Remediation,% Enrolled in Remediation,21.90%
2010,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,26.90%
2010,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,47.60%
2011,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,40.70%
2011,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,40.50%
2012,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,32.10%
2012,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,40.70%
2013,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,31.50%
2013,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,48.30%
2014,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,40.20%
2014,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,54.30%
2015,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,28.20%
2015,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,58.30%
2016,2066112,Wamogo Regional High School,Remediation,% Enrolled in 16 Months,33.00%
2016,2066112,Wamogo Regional High School,Remediation,% Enrolled in Remediation,51.50%
2010,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,34.70%
2010,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,39.30%
2011,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,41.00%
2011,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,40.00%
2012,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,35.80%
2012,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,42.90%
2013,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,36.50%
2013,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,35.50%
2014,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,39.80%
2014,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,37.80%
2015,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,38.60%
2015,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,49.00%
2016,2076112,Northwestern Regional HS,Remediation,% Enrolled in 16 Months,41.20%
2016,2076112,Northwestern Regional HS,Remediation,% Enrolled in Remediation,51.50%
2010,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,39.30%
2010,2086112,RHAM High School,Remediation,% Enrolled in Remediation,26.20%
2011,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,43.20%
2011,2086112,RHAM High School,Remediation,% Enrolled in Remediation,22.20%
2012,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,40.10%
2012,2086112,RHAM High School,Remediation,% Enrolled in Remediation,22.30%
2013,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,27.70%
2013,2086112,RHAM High School,Remediation,% Enrolled in Remediation,17.30%
2014,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,32.50%
2014,2086112,RHAM High School,Remediation,% Enrolled in Remediation,19.10%
2015,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,34.50%
2015,2086112,RHAM High School,Remediation,% Enrolled in Remediation,11.20%
2016,2086112,RHAM High School,Remediation,% Enrolled in 16 Months,35.20%
2016,2086112,RHAM High School,Remediation,% Enrolled in Remediation,20.50%
2010,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,11.70%
2010,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,37.00%
2011,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,13.20%
2011,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,*
2012,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,19.20%
2012,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,*
2013,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,12.40%
2013,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,21.40%
2014,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,21.70%
2014,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,13.20%
2015,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,13.40%
2015,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,*
2016,2096112,Joel Barlow High School,Remediation,% Enrolled in 16 Months,17.50%
2016,2096112,Joel Barlow High School,Remediation,% Enrolled in Remediation,*
2010,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,34.40%
2010,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,44.80%
2011,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,33.50%
2011,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,41.40%
2012,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,39.90%
2012,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,42.70%
2013,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,34.00%
2013,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,29.70%
2014,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,29.20%
2014,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,48.40%
2015,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,33.70%
2015,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,38.70%
2016,2106112,Lewis S. Mills High School,Remediation,% Enrolled in 16 Months,32.80%
2016,2106112,Lewis S. Mills High School,Remediation,% Enrolled in Remediation,35.50%
2010,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,45.70%
2010,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,*
2011,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,46.40%
2011,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,*
2012,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,45.20%
2012,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,*
2013,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,50.00%
2013,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,*
2014,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,58.80%
2014,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,30.00%
2015,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,45.30%
2015,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,33.30%
2016,2116112,Parish Hill High School,Remediation,% Enrolled in 16 Months,38.50%
2016,2116112,Parish Hill High School,Remediation,% Enrolled in Remediation,*
2010,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,*
2010,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2011,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,*
2011,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2012,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,*
2012,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2013,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,*
2013,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2014,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,32.90%
2014,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,23.10%
2015,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,27.50%
2015,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2016,2120312,Shepaug Valley School,Remediation,% Enrolled in 16 Months,27.30%
2016,2120312,Shepaug Valley School,Remediation,% Enrolled in Remediation,*
2010,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,24.00%
2010,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,*
2011,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,23.50%
2011,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,*
2012,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,26.60%
2012,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,*
2013,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,*
2013,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,*
2014,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,*
2014,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,*
2015,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,
2015,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,
2016,2126112,Shepaug Valley High School,Remediation,% Enrolled in 16 Months,
2016,2126112,Shepaug Valley High School,Remediation,% Enrolled in Remediation,
2010,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,42.10%
2010,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,31.10%
2011,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,36.90%
2011,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,45.80%
2012,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,39.60%
2012,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,34.50%
2013,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,39.90%
2013,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,24.60%
2014,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,38.80%
2014,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,38.00%
2015,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,33.10%
2015,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,34.00%
2016,2136112,Coginchaug Regional High School,Remediation,% Enrolled in 16 Months,41.80%
2016,2136112,Coginchaug Regional High School,Remediation,% Enrolled in Remediation,21.40%
2010,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,26.00%
2010,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,42.30%
2011,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,31.00%
2011,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,43.10%
2012,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,27.70%
2012,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,41.50%
2013,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,31.70%
2013,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,25.90%
2014,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,28.40%
2014,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,30.50%
2015,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,34.20%
2015,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,42.90%
2016,2146112,Nonnewaug High School,Remediation,% Enrolled in 16 Months,29.10%
2016,2146112,Nonnewaug High School,Remediation,% Enrolled in Remediation,21.20%
2010,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,34.50%
2010,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,36.40%
2011,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,29.40%
2011,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,32.40%
2012,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,30.40%
2012,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,27.80%
2013,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,29.90%
2013,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,28.30%
2014,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,25.90%
2014,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,21.20%
2015,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,27.40%
2015,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,15.60%
2016,2156212,Pomperaug Regional High School,Remediation,% Enrolled in 16 Months,28.00%
2016,2156212,Pomperaug Regional High School,Remediation,% Enrolled in Remediation,23.40%
2010,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,45.20%
2010,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,48.30%
2011,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,50.60%
2011,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,41.10%
2012,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,41.10%
2012,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,47.40%
2013,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,41.20%
2013,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,42.50%
2014,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,45.40%
2014,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,30.40%
2015,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,39.90%
2015,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,30.80%
2016,2166012,Woodland Regional High School,Remediation,% Enrolled in 16 Months,38.90%
2016,2166012,Woodland Regional High School,Remediation,% Enrolled in Remediation,24.30%
2010,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,42.90%
2010,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,34.80%
2011,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,36.70%
2011,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,32.30%
2012,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,32.80%
2012,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,32.20%
2013,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,32.30%
2013,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,35.30%
2014,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,32.00%
2014,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,29.20%
2015,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,35.90%
2015,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,31.70%
2016,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in 16 Months,26.60%
2016,2176112,Haddam-Killingworth High School,Remediation,% Enrolled in Remediation,32.40%
2010,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,16.30%
2010,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,*
2011,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,20.60%
2011,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,40.70%
2012,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,20.80%
2012,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,*
2013,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,20.40%
2013,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,27.30%
2014,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,19.80%
2014,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,*
2015,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,19.00%
2015,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,*
2016,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in 16 Months,16.20%
2016,2186112,Lyme-Old Lyme High School,Remediation,% Enrolled in Remediation,*
2010,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,31.50%
2010,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,27.10%
2011,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,28.90%
2011,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,27.80%
2012,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,36.50%
2012,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,23.00%
2013,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,29.40%
2013,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,18.90%
2014,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,33.00%
2014,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,25.80%
2015,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,30.60%
2015,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,12.30%
2016,2196112,E. O. Smith High School,Remediation,% Enrolled in 16 Months,34.40%
2016,2196112,E. O. Smith High School,Remediation,% Enrolled in Remediation,14.30%
2010,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,*
2010,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2011,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,*
2011,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2012,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,*
2012,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2013,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,38.20%
2013,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2014,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,33.30%
2014,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2015,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,32.60%
2015,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2016,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in 16 Months,38.80%
2016,2415114,Acad of Aerospace & Engineering,Remediation,% Enrolled in Remediation,*
2010,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,*
2010,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2011,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,*
2011,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2012,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,*
2012,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2013,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,*
2013,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2014,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,44.70%
2014,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2015,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,51.50%
2015,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,*
2016,2415214,Civic Leadership High School,Remediation,% Enrolled in 16 Months,58.00%
2016,2415214,Civic Leadership High School,Remediation,% Enrolled in Remediation,55.20%
2010,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,34.10%
2010,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,48.30%
2011,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,41.10%
2011,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,41.00%
2012,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,51.40%
2012,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,48.60%
2013,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,43.70%
2013,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,55.30%
2014,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,42.40%
2014,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,51.30%
2015,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,41.80%
2015,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,45.50%
2016,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in 16 Months,46.20%
2016,2416114,Metro Learn Center Global Studies,Remediation,% Enrolled in Remediation,41.90%
2010,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,*
2010,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,*
2011,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,*
2011,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,*
2012,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,10.80%
2012,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,*
2013,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,N/A
2013,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,N/A
2014,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,N/A
2014,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,N/A
2015,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,
2015,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,
2016,2416314,Great Path Academy at MCC,Remediation,% Enrolled in 16 Months,
2016,2416314,Great Path Academy at MCC,Remediation,% Enrolled in Remediation,
2010,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,*
2010,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,*
2011,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,*
2011,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,*
2012,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,*
2012,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,*
2013,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,20.50%
2013,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,56.70%
2014,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,17.70%
2014,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,58.60%
2015,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,42.30%
2015,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,45.50%
2016,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in 16 Months,29.50%
2016,2416414,Greater Hartford Acad Arts HS,Remediation,% Enrolled in Remediation,67.90%
2010,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,*
2010,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2011,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,*
2011,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2012,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,*
2012,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2013,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,*
2013,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2014,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,42.20%
2014,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2015,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,50.00%
2015,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,45.00%
2016,2416514,Academy of Science & Innovation,Remediation,% Enrolled in 16 Months,48.60%
2016,2416514,Academy of Science & Innovation,Remediation,% Enrolled in Remediation,*
2010,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,*
2010,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,*
2011,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,*
2011,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,*
2012,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,*
2012,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,*
2013,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,*
2013,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,*
2014,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,*
2014,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,*
2015,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,
2015,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,
2016,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in 16 Months,51.40%
2016,2416714,Two Rivers Magnet High School,Remediation,% Enrolled in Remediation,39.50%
2010,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,*
2010,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,*
2011,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,*
2011,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,*
2012,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,*
2012,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,*
2013,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,*
2013,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,*
2014,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,30.30%
2014,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,33.30%
2015,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,38.00%
2015,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,46.70%
2016,2456014,Connecticut River Academy,Remediation,% Enrolled in 16 Months,49.40%
2016,2456014,Connecticut River Academy,Remediation,% Enrolled in Remediation,41.00%
2010,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,*
2010,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2011,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,*
2011,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2012,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,*
2012,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2013,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,*
2013,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2014,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,26.10%
2014,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2015,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,26.40%
2015,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,*
2016,2456114,Marine Science Magnet HS,Remediation,% Enrolled in 16 Months,50.00%
2016,2456114,Marine Science Magnet HS,Remediation,% Enrolled in Remediation,28.60%
2010,2456214,Three Rivers Middle College,Remediation,% Enrolled in 16 Months,*
2010,2456214,Three Rivers Middle College,Remediation,% Enrolled in Remediation,*
2011,2456214,Three Rivers Middle College,Remediation,% Enrolled in 16 Months,*
2011,2456214,Three Rivers Middle College,Remediation,% Enrolled in Remediation,*
2012,2456214,Three Rivers Middle College,Remediation,% Enrolled in 16 Months,*
2012,2456214,Three Rivers Middle College,Remediation,% Enrolled in Remediation,*
2013,2456214,Three Rivers Middle College,Remediation,% Enrolled in 16 Months,*
2013,2456214,Three Rivers Middle College,Remediation,% Enrolled in Remediation,*
2014,2456214,Three Rivers Middle College,Remediation,% Enrolled in 16 Months,45.20%
